"RT"	"Int1"	"Int2"	"Int3"	"Int4"	"Int5"	"Int6"
3465.9	2.5640242099762	9.3009147644043	23.0306797027588	10.4890661239624	3.84631013870239	7.66876220703125
3469.3	3.23999428749084	19.907018661499	26.6205024719238	15.6874303817749	2.89056038856506	6.03711080551147
3472.7	3.49639678001404	29.8603534698486	20.4666061401367	15.1284532546997	3.84631013870239	4.89495468139648
3476.1	0.699279367923737	29.6506042480469	14.5456523895264	18.927848815918	0	1.28201186656952
3479.5	0	24.3122787475586	3.00697231292725	10.7226009368896	0	3.9392728805542
3482.9	0.349639683961868	10.3493165969849	3.72970080375671	15.8039779663086	2.21454215049744	6.64315271377563
3486.3	0	14.1721782684326	7.80885410308838	14.1959314346313	4.87199258804321	4.87164545059204
3489.8	0.699304699897766	23.0534267425537	3.68298959732056	19.2775363922119	6.29396200180054	1.86474454402924
3493.2	0	25.4309787750244	5.01167583465576	10.7226009368896	5.22165727615356	1.04891884326935
3496.6	0.466236919164658	23.3796272277832	14.2190732955933	15.1047019958496	0.58277428150177	0
3500	5.71100950241089	18.1581535339355	29.5104084014893	16.7599449157715	1.74832272529602	0.349639624357224
3503.4	12.1910724639893	9.51001358032227	31.4917945861816	17.1796836853027	1.86487758159637	0
3506.8	13.6128664016724	16.8763523101807	25.2446994781494	6.99321174621582	4.87199258804321	0.349639624357224
3510.2	9.06737327575684	19.9997062683105	17.5990657806396	5.3614068031311	1.86487758159637	0
3513.7	0.349546760320663	23.4734306335449	16.5734310150146	3.82310152053833	1.39865827560425	0
3517.1	0	29.2076110839844	15.3613290786743	8.71826362609863	1.86487758159637	2.56402373313904
3520.5	1.63165187835693	21.8414726257324	9.55719947814941	2.56420373916626	4.52232837677002	8.01840209960938
3523.9	8.36804294586182	21.6316089630127	2.65747976303101	0.466218858957291	3.14698100090027	10.4658794403076
3527.3	10.4658813476562	19.5574741363525	10.0001335144043	0.932437717914581	0.699329137802124	8.36804103851318
3530.7	8.01840305328369	14.0328826904297	12.2146463394165	5.22165155410767	0	1.28201186656952
3534.1	2.5640242099762	10.6067276000977	10.2332630157471	6.29395484924316	0.349664568901062	0.466186136007309
3537.6	0	8.36849784851074	6.15394401550293	4.87198734283447	0	2.56402373313904
3541	0	9.65013217926025	2.33103942871094	1.86487543582916	0.349664568901062	3.23999381065369
3544.4	0.699279367923737	19.7664394378662	4.31241273880005	1.39865660667419	0	4.5453519821167
3547.8	0	18.0176944732666	4.17259788513184	0	0.699329137802124	1.28187620639801
3551.2	0.699279367923737	19.0666313171387	7.78565120697021	1.04899251461029	3.49664545059204	4.28898668289185
3554.6	3.14675712585449	29.206823348999	11.1888971328735	3.14697742462158	3.24022483825684	9.79024219512939
3558	4.52200651168823	36.153507232666	9.62707138061523	4.52232313156128	2.56420683860779	9.04445266723633
3561.5	2.21438455581665	27.4123992919922	10.2331714630127	2.21453952789307	4.89530372619629	5.01183414459229
3564.9	0.466186225414276	7.69222927093506	8.04206562042236	0.116554714739323	4.75543785095215	1.74827206134796
3568.3	1.2820121049881	10.6062879562378	3.00706815719604	3.2634801864624	8.71830272674561	0
3571.7	8.36804294586182	27.9033794403076	2.72097295237472e-05	5.10528755187988	6.06085205078125	1.04895579814911
3575.1	10.8155202865601	48.2063674926758	2.44757103919983	9.06785297393799	4.05607843399048	0
3578.5	7.43569564819336	54.5924377441406	6.060631275177	8.85769081115723	3.26361656188965	0.116583548486233
3581.9	0.699186444282532	43.123176574707	6.59666872024536	9.1605281829834	8.36856269836426	2.68052506446838
3585.3	5.36125230789185	29.7427597045898	4.42869520187378	7.69222211837769	16.7606353759766	6.0368504524231
3588.8	6.38678550720215	21.0717525482178	9.55804443359375	3.7065417766571	14.3822450637817	10.5830240249634
3592.2	14.1724710464478	16.8534774780273	24.3243865966797	2.5640857219696	35.3608856201172	20.5830936431885
3595.6	9.67389965057373	32.4478912353516	35.338062286377	28.3903274536133	75.8747406005859	46.294059753418
3599	17.1800651550293	65.5727081298828	79.8482360839844	35.664680480957	121.424369812012	61.9568710327148
3602.4	44.7088203430176	85.5970458984375	157.333511352539	76.9698638916016	169.468643188477	80.441520690918
3605.8	58.9038963317871	103.359580993652	212.484100341797	112.889991760254	185.367294311523	102.633308410645
3609.2	50.7917404174805	89.4429702758789	203.275863647461	119.97533416748	173.68830871582	104.709136962891
3612.7	37.0393371582031	57.6242408752441	145.465194702148	104.12377166748	152.707534790039	80.5599899291992
3616.1	16.014196395874	36.3409080505371	75.9760589599609	66.0821838378906	102.542137145996	40.2801361083984
3619.5	17.4362354278564	27.7853889465332	50.2070388793945	29.020788192749	54.1956481933594	0
3622.9	16.8763027191162	28.9039306640625	32.5056076049805	32.4699287414551	18.6010265350342	0
3626.3	4.63840961456299	28.8811149597168	10.5827741622925	22.5409526824951	1.16545629501343	4.58041048049927
3629.7	0.466060221195221	21.3756160736084	6.15430688858032	14.895562171936	1.51596868038177	17.912727355957
3633.1	5.01157808303833	19.0914287567139	14.3123779296875	3.82324695587158	12.1915788650513	51.6530876159668
3636.6	8.25172424316406	25.7810897827148	13.9395418167114	2.56413221359253	34.5688781738281	96.1875610351562
3640	12.8903522491455	22.5877323150635	10.9323873519897	12.4707565307617	38.9270553588867	121.769454956055
3643.4	8.85776615142822	25.3381252288818	16.5269985198975	19.6037483215332	31.7240867614746	118.102241516113
3646.8	4.9882435798645	18.1350803375244	18.8348903656006	20.2566413879395	21.3284454345703	93.0090713500977
3650.2	4.07903671264648	21.3980255126953	17.7626914978027	10.4664869308472	4.14996576309204	34.9544410705566
3653.6	5.9205904006958	16.0599632263184	13.2870807647705	8.69469261169434	13.3805170059204	17.0281352996826
3657	0.582732796669006	8.69451713562012	7.66920137405396	0	23.5197792053223	19.5803241729736
3660.4	1.74819839000702	0.69884318113327	14.6385221481323	0	12.3775787353516	30.1629447937012
3663.9	1.8647449016571	12.5875644683838	28.2750682830811	101.257942199707	15.9672374725342	26.9929580688477
3667.3	4.52200651168823	38.4854125976562	31.4920635223389	259.173370361328	24.5681972503662	17.1095943450928
3670.7	3.14675712585449	56.8296661376953	33.2642250061035	375.430694580078	37.2718238830566	6.29397678375244
3674.1	0.699279367923737	50.9317436218262	33.730712890625	357.064880371094	42.0973739624023	13.1005086898804
3677.5	0	33.1698760986328	26.6209259033203	286.474426269531	38.1583938598633	7.92577695846558
3680.9	0	25.3381214141846	15.2217283248901	260.786102294922	27.6924076080322	2.21451210975647
3684.3	1.04891908168793	23.2406978607178	6.75990915298462	263.408416748047	27.9717292785645	0
3687.8	1.8647449016571	22.7975959777832	1.74803709983826	241.243377685547	14.3352470397949	9.06738471984863
3691.2	5.22128582000732	17.1093978881836	12.074761390686	190.851516723633	7.3192982673645	10.8155183792114
3694.6	5.36114168167114	21.1425037384033	20.6064720153809	128.636505126953	6.64381837844849	6.73638963699341
3698	4.28891324996948	24.662260055542	17.4130897521973	88.9521179199219	17.5293617248535	3.61294269561768
3701.4	6.06042098999023	26.5036163330078	6.29402923583984	54.125617980957	16.1775417327881	1.63165152072906
3704.8	7.08603096008301	26.9929828643799	3.26350665092468	48.2883186340332	13.2638816833496	4.63858938217163
3708.2	6.73639106750488	21.3756771087646	0	45.3272018432617	2.89067125320435	4.07899332046509
3711.7	7.3424334526062	18.6011505126953	7.66918134689331	47.3670997619629	4.31249904632568	6.27027797698975
3715.1	3.58963394165039	25.7335681915283	11.6553821563721	45.3378067016602	3.61320114135742	8.50823020935059
3718.5	2.21438455581665	37.9944496154785	13.3337812423706	24.870922088623	1.37534546852112	8.11208057403564
3721.9	1.04891908168793	37.2024955749512	9.79058837890625	21.9811744689941	2.68076038360596	5.71111345291138
3725.3	0	31.5154266357422	9.88362789154053	12.8206119537354	7.80918312072754	4.89502859115601
3728.7	0.349639683961868	11.1897192001343	10.4661998748779	10.5360898971558	11.49232006073	1.60820651054382
3732.1	0	12.8677053451538	16.3871059417725	8.97461223602295	19.5346088409424	3.84607267379761
3735.6	0.349639683961868	16.2005767822266	9.88351535797119	4.66207838058472	18.1592597961426	0.699279248714447
3739	0	28.344690322876	5.01168870925903	1.37545251846313	10.6764316558838	0
3742.4	0.699279367923737	28.1580371856689	0	6.06081628799438	4.19597911834717	0.349639624357224
3745.8	3.49639678001404	30.7921772003174	0	5.57131576538086	0.582776248455048	0
3749.2	2.8903546333313	18.5080528259277	14.1025972366333	5.01185274124146	1.39862549304962	0
3752.6	3.84603643417358	14.1721782684326	26.2473697662354	5.92092752456665	4.87210464477539	0
3756	3.84603643417358	14.5450325012207	27.7860145568848	0	12.5645523071289	0
3759.5	2.8903546333313	20.9324913024902	16.1776218414307	1.86471939086914	17.459644317627	0
3762.9	3.84603643417358	20.5597362518311	12.7973890304565	4.8949089050293	15.0818367004395	0.349639624357224
3766.3	0	21.4219703674316	20.4661083221436	6.82979249954224	9.20756053924561	0
3769.7	0	15.5711088180542	28.3450393676758	20.2560501098633	1.16548800468445	0.699279248714447
3773.1	2.21438455581665	5.22101545333862	22.5874271392822	28.6241054534912	0	3.14675641059875
3776.5	4.87164640426636	5.36132764816284	11.8415441513062	25.9900360107422	1.04896342754364	4.17236614227295
3779.9	6.29351425170898	1.86501944065094	5.82758140563965	14.3352575302124	0	3.4963960647583
3783.3	4.87164640426636	26.656286239624	8.0187873840332	1.74818348884583	0	0
3786.8	1.8647449016571	34.872932434082	8.60136699676514	0.349554538726807	0	0
3790.2	1.04891908168793	49.4168319702148	7.90258646011353	13.706072807312	0	3.84603571891785
3793.6	0	117.110328674316	23.8463268280029	10.4662523269653	0.349664568901062	2.89035415649414
3797	0.699279367923737	180.828140258789	40.8389015197754	14.3127574920654	0	3.84603571891785
3800.4	0	260.100799560547	52.4941635131836	14.3127956390381	0	4.19567537307739
3803.8	0.699279367923737	313.749298095703	52.0284194946289	13.9164247512817	2.56420683860779	1.95798182487488
3807.2	3.14675712585449	300.500396728516	44.6392135620117	14.8020534515381	8.0189733505249	3.26330304145813
3810.7	4.52200651168823	259.205535888672	39.7677383422852	8.13509941101074	10.466625213623	3.26330304145813
3814.1	1.8647449016571	187.568069458008	38.018684387207	8.81096458435059	8.0189733505249	6.73638963699341
3817.5	1.39855873584747	97.7834854125977	29.1845207214355	18.1817760467529	2.56420683860779	10.8155183792114
3820.9	1.8647449016571	60.9314994812012	18.0427684783936	16.1307220458984	0.116554848849773	8.01840209960938
3824.3	4.52200651168823	36.2112045288086	14.266303062439	10.1168775558472	0	2.56402373313904
3827.7	3.14675712585449	28.7758941650391	21.6784973144531	6.64350843429565	1.04899370670319	0
3831.1	0.699279367923737	15.5483331680298	24.8485412597656	0.000106860432424583	3.49664545059204	0
3834.6	0	7.69260692596436	18.834342956543	3.93952035903931	2.89056038856506	0
3838	0.349639683961868	7.57553482055664	7.80884408950806	3.49664163589478	3.84631013870239	0.699279248714447
3841.4	0	5.77998161315918	0	0.699328303337097	3.84631013870239	3.14675641059875
3844.8	0	22.4471988677979	12.3540029525757	0	3.24022483825684	4.52200555801392
3848.2	0	48.4158210754395	41.0482292175293	0	2.21454215049744	1.86474454402924
3851.6	0	63.2184791564941	60.7690048217773	0	1.39865827560425	1.74819803237915
3855	0.699304699897766	60.4440536499023	66.550651550293	4.19597005844116	1.86487758159637	0.582732677459717
3858.5	0	37.9486083984375	44.9891014099121	7.08649778366089	4.52232837677002	5.22128486633301
3861.9	1.74826180934906	25.1855792999268	37.9496040344238	5.81612920761108	3.77637720108032	6.39840507507324
3865.3	7.96430349349976	17.481388092041	36.6828918457031	4.39030885696411	0.738180696964264	5.05811977386475
3868.7	10.9713134765625	12.6449327468872	33.9786415100098	9.15720272064209	0	2.03956437110901
3872.1	2.71951818466187	3.58974385261536	14.6547384262085	29.8216705322266	0.621625900268555	0
